対象県（富山/石川/福井）	アンケート回答日	居住都道府県	性別	年代	職業	世帯年収	同伴者	満足度（旅行全体）	満足度理由	おすすめ度	回答場所
福井	2025/6/8 16:25	福井県	男	50代		600万円以上 700万円未満	夫婦2人	4		5	道の駅「越前」 エリア
福井	2025/6/8 16:23	大阪府	男	50代		800万円以上 900万円未満	その他家族	4		8	道の駅「南えちぜん山海里」 エリア
福井	2025/6/8 16:07	福井県	女	60代		分からない/無回答	中学生以上連れの家族	4		8	まちの市場 こってコテいけだ エリア
福井	2025/6/8 15:52	神奈川県	無回答	30代		400万円以上 500万円未満	親	5		10	大本山 永平寺 エリア
福井	2025/6/8 15:51	福井県	無回答	50代		100万円未満	夫婦2人	4		10	まちの市場 こってコテいけだ エリア
福井	2025/6/8 15:49	福井県	女	60代		300万円以上 400万円未満	夫婦2人	5		2	かずら橋 エリア
福井	2025/6/8 15:44	滋賀県	女	20代		100万円未満	恋人	3		3	レインボーライン エリア
福井	2025/6/8 15:30	大阪府	女	50代		分からない/無回答	夫婦2人	5	建物内も外もとても綺麗な上、景色がとても素敵した	9	JR美浜駅 エリア
福井	2025/6/8 15:28	福井県	男	50代		800万円以上 900万円未満	夫婦二人と愛犬一匹	4	新しくて清潔感がある。屋台や呼び物の選択（めだか市、スプレーアート）が大変良かった。	8	道の駅「若狭おばま」 エリア
福井	2025/6/8 15:22	福井県	男	40代		1,000万円以上 1,200万円未満	小学生以下連れの家族	4		7	六呂師高原 エリア
福井	2025/6/8 15:22	福井県	女	40代		900万円以上 1,000万円未満	小学生以下連れの家族	4		5	六呂師高原 エリア
福井	2025/6/8 15:18	埼玉県	男	30代		100万円未満	夫婦2人	5		10	かつやま恐竜の森 エリア
福井	2025/6/8 15:12	愛知県	女	30代		400万円以上 500万円未満	夫婦2人	5		9	日本海さかな街 エリア
福井	2025/6/8 15:12	愛知県	男	30代		1,000万円以上 1,200万円未満	夫婦2人	4		9	日本海さかな街 エリア
福井	2025/6/8 15:12	福井県	女	20代		分からない/無回答	親	4		9	あわら湯のまち エリア
福井	2025/6/8 15:09	大阪府	男	40代		500万円以上 600万円未満	小学生以下連れの家族	4		8	かつやま恐竜の森 エリア
福井	2025/6/8 15:02	東京都	女	50代		400万円以上 500万円未満	職場の同僚	4		9	JR芦原温泉駅 エリア
福井	2025/6/8 14:51	東京都	男	50代		900万円以上 1,000万円未満	恋人	5		9	一乗谷朝倉氏遺跡 エリア
福井	2025/6/8 14:51	東京都	女	40代		800万円以上 900万円未満	恋人	5		9	一乗谷朝倉氏遺跡 エリア
福井	2025/6/8 14:50	滋賀県	女	30代		100万円以上 200万円未満	小学生以下連れの家族	5		10	JR美浜駅 エリア
福井	2025/6/8 14:49	滋賀県	男	60代		分からない/無回答	中学生以上連れの家族	4	自然豊かで、ゆっくり散策出来てよかった。	8	かずら橋 エリア
福井	2025/6/8 14:44	滋賀県	女	50代		分からない/無回答	その他家族	5	福井の名物をセットで食べることができたから。	10	大本山 永平寺 エリア
福井	2025/6/8 14:38	滋賀県	男	20代		200万円以上 300万円未満	親	4		2	かずら橋 エリア
福井	2025/6/8 14:36	石川県	男	40代		500万円以上 600万円未満	小学生以下連れの家族	4		7	かつやま恐竜の森 エリア
福井	2025/6/8 14:34	福井県	女	50代		分からない/無回答	自分ひとり	4	年こう博物館がとてもよかった	6	道の駅「三方五湖」  エリア
福井	2025/6/8 14:25	福井県	男	50代		1,200万円以上 1,500万円未満	夫婦2人	5		10	六呂師高原 エリア
福井	2025/6/8 14:16	福井県	女	60代		分からない/無回答	夫婦2人	4		6	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/6/8 14:12	福井県	女	50代		1,000万円以上 1,200万円未満	夫婦2人	4		8	道の駅「若狭おばま」 エリア
福井	2025/6/8 14:12	大阪府	女	50代		500万円以上 600万円未満	夫婦2人	5		10	大本山 永平寺 エリア
福井	2025/6/8 14:12	福井県	男	60代		700万円以上 800万円未満	夫婦2人	4		5	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/6/8 14:11	福井県	男	40代		分からない/無回答	小学生以下連れの家族	4		6	かずら橋 エリア
福井	2025/6/8 13:59	京都府	女	50代		500万円以上 600万円未満	親	5		7	名田庄 エリア
福井	2025/6/8 13:57	福井県	女	40代		400万円以上 500万円未満	中学生以上連れの家族	4		7	道の駅「西山公園」 エリア
福井	2025/6/8 13:55	大阪府	男	40代		800万円以上 900万円未満	親	4		7	福井駅前 エリア
福井	2025/6/8 13:55	愛知県	女	30代		400万円以上 500万円未満	小学生以下連れの家族	5	綺麗おむつ替えやキッズスペースがあり子連れでも過ごしやすい。	10	かつやま恐竜の森 エリア
福井	2025/6/8 13:53	福井県	男	60代		700万円以上 800万円未満	自分ひとり	5	食べ物がおいしい。ワンハンドの企画もいいと思う。	10	越前大野城・城下町 エリア
福井	2025/6/8 13:44	福井県	女	60代		分からない/無回答	夫婦2人	5		10	北潟湖 エリア
福井	2025/6/8 13:42	岐阜県	女	60代		分からない/無回答	夫婦2人	2		3	道の駅「禅の里」 エリア
福井	2025/6/8 13:40	岐阜県	男	60代		300万円以上 400万円未満	夫婦2人	5		9	道の駅「禅の里」 エリア
福井	2025/6/8 13:39	福井県	男	50代		500万円以上 600万円未満	夫婦2人	4		7	明通寺 エリア
福井	2025/6/8 13:37	福井県	女	60代		分からない/無回答	夫婦2人	3		8	道の駅「越前おおの荒島の郷」 エリア
福井	2025/6/8 13:36	福井県	男	60代		700万円以上 800万円未満	夫婦2人	4		5	道の駅「越前おおの荒島の郷」 エリア
福井	2025/6/8 13:34	富山県	男	40代		900万円以上 1,000万円未満	自分ひとり	4		7	北陸新幹線 越前たけふ駅 エリア
福井	2025/6/8 13:28	東京都	女	60代		400万円以上 500万円未満	夫婦2人	5	女性同士の旅なら長く滞留すると思うトイレが綺麗だと滞在時間が伸びる気がします	10	道の駅「南えちぜん山海里」 エリア
福井	2025/6/8 13:26	福井県	女	20代		500万円以上 600万円未満	小学生以下連れの家族	5		10	まちの市場 こってコテいけだ エリア
福井	2025/6/8 13:21	福井県	女	20代		300万円以上 400万円未満	親	5		10	平泉寺白山神社 エリア
福井	2025/6/8 13:19	福井県	女	40代		100万円未満	中学生以上連れの家族	5		10	道の駅「パークイン丹生ヶ丘」 エリア
福井	2025/6/8 13:18	福井県	女	50代		200万円以上 300万円未満	友人	5		10	レインボーライン エリア
福井	2025/6/8 13:16	新潟県	女	50代		500万円以上 600万円未満	自分ひとり	5		10	福井駅前 エリア
福井	2025/6/8 13:11	大阪府	男	50代		800万円以上 900万円未満	その他家族	4		8	道の駅「禅の里」 エリア
福井	2025/6/8 13:09	福井県	無回答	30代		400万円以上 500万円未満	職場の同僚	5		10	道の駅「若狭おばま」 エリア
福井	2025/6/8 13:07	福井県	無回答	30代		400万円以上 500万円未満	職場の同僚	4		9	道の駅「シーサイド高浜」 エリア
福井	2025/6/8 13:05	福井県	男	50代		1,000万円以上 1,200万円未満	中学生以上連れの家族	4		2	かずら橋 エリア
福井	2025/6/8 13:05	福井県	無回答	30代		400万円以上 500万円未満	職場の同僚	5		10	熊川宿 エリア
福井	2025/6/8 12:59	福井県	男	50代		600万円以上 700万円未満	夫婦2人	4		4	JR美浜駅 エリア
福井	2025/6/8 12:57	富山県	女	30代		400万円以上 500万円未満	親	4		9	北潟湖 エリア
福井	2025/6/8 12:33	富山県	男	50代		200万円以上 300万円未満	自分ひとり	3		5	福井駅前 エリア
福井	2025/6/8 12:32	奈良県	無回答	40代		400万円以上 500万円未満	小学生以下連れの家族	5		9	かつやま恐竜の森 エリア
福井	2025/6/8 12:28	神奈川県	男	40代		500万円以上 600万円未満	その他家族	5	駅がきれいで良かったです。	9	北陸新幹線 越前たけふ駅 エリア
福井	2025/6/8 12:17	愛知県	男	40代		700万円以上 800万円未満	小学生以下連れの家族	4		7	かつやま恐竜の森 エリア
福井	2025/6/8 12:12	東京都	女	50代		400万円以上 500万円未満	職場の同僚	5		8	あわら湯のまち エリア
福井	2025/6/8 12:07	岐阜県	男	60代		300万円以上 400万円未満	夫婦2人	5		10	竹田エリア
福井	2025/6/8 12:06	岐阜県	女	60代		分からない/無回答	夫婦2人	3		6	竹田エリア
福井	2025/6/8 12:05	香川県	女	50代		300万円以上 400万円未満	夫婦2人	5		10	平泉寺白山神社 エリア
福井	2025/6/8 12:03	愛知県	女	40代		500万円以上 600万円未満	夫婦2人	4		7	三国湊 エリア
福井	2025/6/8 12:00	福井県	男	70代		200万円以上 300万円未満	夫婦2人	4		9	越前そばの里 エリア
福井	2025/6/8 11:58	福井県	男	60代		400万円以上 500万円未満	友人	5		7	波松 エリア
福井	2025/6/8 11:47	岐阜県	女	50代		分からない/無回答	その他家族	4		8	熊川宿 エリア
福井	2025/6/8 11:47	神奈川県	男	40代		1,200万円以上 1,500万円未満	夫婦2人	5	立派な建造物。解説がもう少しあると尚よい。	8	大本山 永平寺 エリア
福井	2025/6/8 11:46	岐阜県	男	50代		分からない/無回答	夫婦2人	4		8	熊川宿 エリア
福井	2025/6/8 11:41	東京都	男	50代		1,500万円以上	その他家族	4		7	大本山 永平寺 エリア
福井	2025/6/8 11:39	東京都	男	50代		1,500万円以上	夫婦2人	4		8	大本山 永平寺 エリア
福井	2025/6/8 11:38	富山県	男	40代		900万円以上 1,000万円未満	自分ひとり	3		7	越前そばの里 エリア
福井	2025/6/8 11:37	石川県	女	30代		100万円以上 200万円未満	恋人	4		10	越前そばの里 エリア
福井	2025/6/8 11:35	福井県	男	60代		500万円以上 600万円未満	自分ひとり	3	魚介類の匂い	4	道の駅「越前」 エリア
福井	2025/6/8 11:21	福井県	女	60代		200万円以上 300万円未満	夫婦2人	4		5	越前大野城・城下町 エリア
福井	2025/6/8 11:20	福井県	女	50代		800万円以上 900万円未満	自分ひとり	5		9	かつやま恐竜の森 エリア
福井	2025/6/8 11:19	石川県	女	60代		400万円以上 500万円未満	夫婦2人	5		6	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/6/8 11:14	福井県	男	50代		700万円以上 800万円未満	自分ひとり	4		6	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/6/8 11:12	東京都	男	50代		900万円以上 1,000万円未満	恋人	4		8	うるしの里 エリア
福井	2025/6/8 11:10	東京都	女	40代		800万円以上 900万円未満	恋人	4		6	うるしの里 エリア
福井	2025/6/8 10:53	岐阜県	男	60代		300万円以上 400万円未満	夫婦2人	5		8	かずら橋 エリア
福井	2025/6/8 10:53	岐阜県	女	60代		分からない/無回答	夫婦2人	4		8	かずら橋 エリア
福井	2025/6/8 10:42	福井県	女	50代		500万円以上 600万円未満	中学生以上連れの家族	3		3	劔神社 エリア
福井	2025/6/8 10:37	神奈川県	男	40代		500万円以上 600万円未満	その他家族	5		10	越前そばの里 エリア
福井	2025/6/8 10:37	福井県	男	60代		100万円未満	その他家族	5	幼児用の遊具が多く屋内は冷房もよく効きとても過ごし易く大変満足でした。	10	花の駅 ゆりの里公園 エリア
福井	2025/6/8 10:36	愛知県	男	50代		300万円以上 400万円未満	小学生以下連れの家族	4		5	越前大野城・城下町 エリア
福井	2025/6/8 10:31	愛知県	女	60代		300万円以上 400万円未満	その他家族	4		7	あわら湯のまち エリア
福井	2025/6/8 10:26	福井県	男	60代		700万円以上 800万円未満	夫婦2人	4		5	越前大野城・城下町 エリア
福井	2025/6/8 10:24	福井県	女	60代		分からない/無回答	夫婦2人	3		7	越前大野城・城下町 エリア
福井	2025/6/8 10:20	福井県	男	20代		600万円以上 700万円未満	夫婦2人	4		8	レインボーライン エリア
福井	2025/6/8 10:17	滋賀県	男	30代		500万円以上 600万円未満	その他家族	5		10	あわら湯のまち エリア
福井	2025/6/8 10:16	富山県	女	30代		400万円以上 500万円未満	親	5		10	北陸新幹線 越前たけふ駅 エリア
福井	2025/6/8 10:10	福井県	女	60代		300万円以上 400万円未満	夫婦2人	4		8	かずら橋 エリア
福井	2025/6/8 10:09	福井県	男	60代		300万円以上 400万円未満	夫婦2人	4		8	かずら橋 エリア
福井	2025/6/8 9:48	滋賀県	男	40代		300万円以上 400万円未満	小学生以下連れの家族	5		8	道の駅「パークイン丹生ヶ丘」 エリア
福井	2025/6/8 9:45	三重県	男	60代		600万円以上 700万円未満	その他家族	5		8	あわら湯のまち エリア
福井	2025/6/8 9:41	京都府	女	20代		分からない/無回答	自分ひとり	4		10	福井駅前 エリア
福井	2025/6/8 9:37	福井県	女	50代		600万円以上 700万円未満	夫婦2人	5		7	御食国若狭おばま食文化館 エリア
福井	2025/6/8 9:26	滋賀県	女	30代		800万円以上 900万円未満	小学生以下連れの家族	5	上記と同じ理由です。	10	あわら湯のまち エリア
福井	2025/6/8 9:19	京都府	女	50代		600万円以上 700万円未満	小学生以下連れの家族	4		10	花の駅 ゆりの里公園 エリア
福井	2025/6/8 9:09	大阪府	男	50代		1,000万円以上 1,200万円未満	自分ひとり	5		10	JR敦賀駅前 エリア
福井	2025/6/8 8:58	長野県	女	60代		400万円以上 500万円未満	夫婦2人	4		10	越前陶芸村 エリア
福井	2025/6/8 8:32	東京都	女	50代		分からない/無回答	中学生以上連れの家族	4		7	小浜 エリア（宿泊施設）
福井	2025/6/8 8:27	富山県	男	60代		1,500万円以上	夫婦2人	4		8	あわら湯のまち エリア
福井	2025/6/8 8:18	奈良県	男	60代		500万円以上 600万円未満	小学生以下連れの家族	5		10	あわら湯のまち エリア
福井	2025/6/8 8:11	東京都	女	20代		500万円以上 600万円未満	親	4		8	小浜 エリア（宿泊施設）
福井	2025/6/8 7:56	富山県	男	50代		300万円以上 400万円未満	夫婦2人	5	トイレが大変綺麗で24時間使えるところプロジェクションマッピングが綺麗だった	10	道の駅「南えちぜん山海里」 エリア
福井	2025/6/8 7:17	福井県	男	50代		1,000万円以上 1,200万円未満	夫婦2人	4		8	道の駅「越前おおの荒島の郷」 エリア
